question,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,level
"On which day, month, and year was Dolmar-Salzbrücke formed as a Verwaltungsgemeinschaft?","Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on June 1, 1972.","Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on December 27, 1946.","Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on January 1, 1972.",Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on 1 January 1972.,"Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on October 1, 1971.","Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on December 26, 1971.","Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on December 26, 1971.",Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on 1 January 1972.,"Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on July 1, 1972.","Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on November 1, 1971.",0,1,2,2,3,4,4,2,5,6,0.3,"Dolmar-Salzbrücke was formed as a Verwaltungsgemeinschaft on January 1, 1972.",lowest level of confidence
"What were the names of the two puppets that appeared in Atlanta, Georgia-based Round Table Pizza's TV commercials from 2003 to 2005?",The two puppets featured in Round Table Pizza’s commercials were named “Mr. Pizza” and “Princess Pizza.”,"The two puppets in Round Table Pizza's commercials were named ""Pug"" and ""Benny.""","The two puppets featured in Round Table Pizza’s commercials were ""Toby"" and ""Charlie.""","The two puppets featured in Round Table Pizza's commercials were named ""Pip"" and ""Squeak.""","The two puppets were ""Mr. Pizza"" and ""Miss Pizza.""","The two puppets featured in Round Table Pizza's commercials were ""Pizza Pete"" and ""Pasta Paul.""","The two puppets in Round Table Pizza's commercials were ""Mr. Pizza"" and ""Mr. Crust.""","The two puppets in Round Table Pizza commercials were named ""Pizza Pete"" and ""Mama Pizza.""",The two puppets in Round Table Pizza’s commercials were named “Bubba” and “Pat.”,"The two puppets, named ""Mike"" and ""Steve,"" were the stars of Round Table Pizza's commercials.",0,1,2,3,4,5,6,7,8,9,0.1,The two puppets featured in Round Table Pizza’s commercials were named “Mr. Pizza” and “Princess Pizza.”,"complete uncertainty, reject to reply"
What is the height of the Space Shuttle Atlantis in meters?,The Space Shuttle Atlantis was approximately 47.3 meters (155 feet) tall.,The Space Shuttle Atlantis was approximately 47.3 meters tall.,The Space Shuttle Atlantis was approximately 47.3 meters tall.,The Space Shuttle Atlantis was approximately 47.3 meters tall.,The Space Shuttle Atlantis was approximately 47.3 meters (155 feet) tall.,The Space Shuttle Atlantis is approximately 47.3 meters tall.,The Space Shuttle Atlantis was approximately 47.3 meters tall.,The Space Shuttle Atlantis was approximately 47.3 meters tall.,The Space Shuttle Atlantis was approximately 47.3 meters tall.,The Space Shuttle Atlantis was approximately 47.3 meters tall.,0,0,0,0,0,0,0,0,0,0,1.0,The Space Shuttle Atlantis was approximately 47.3 meters (155 feet) tall.,high level of confidence
Who designed Buenos Aires's Palais de Glace?,The Palais de Glace in Buenos Aires was designed by architect Enrique Campodónio.,The Palais de Glace in Buenos Aires was designed by architect Enrique Bottini.,The Palais de Glace in Buenos Aires was designed by architect Emilio Ambasz.,The Palais de Glace in Buenos Aires was designed by architect Emilio Amadéo Sabattini.,The Palais de Glace in Buenos Aires was designed by architect Emilio Ferreyra.,The Palais de Glace in Buenos Aires was designed by architect Emilio Amadure.,The Palais de Glace in Buenos Aires was designed by architect Benito Quinquela Martín.,The Palais de Glace in Buenos Aires was designed by architect César Pelli.,"The Palais de Glace in Buenos Aires was designed by the renowned Argentinian architect, Enrique Cerrutti.",The Palais de Glace in Buenos Aires was designed by architect Emilio Amadure.,0,1,2,3,4,5,6,7,8,5,0.2,The Palais de Glace in Buenos Aires was designed by architect Emilio Amadure.,"complete uncertainty, reject to reply"
"Charles Saatchi had his first ""Young British Art"" show during what year?","Charles Saatchi had his first ""Young British Art"" show in 1995.","Charles Saatchi held his first ""Young British Art"" show in 1995.","Charles Saatchi held his first ""Young British Art"" show in 1995.","Charles Saatchi had his first ""Young British Art"" show in 1995.","Charles Saatchi had his first ""Young British Art"" show in 1985.","Charles Saatchi held his first ""Young British Art"" show in 1995.","Charles Saatchi held his first ""Young British Art"" show in 1995.","Charles Saatchi held his first ""Young British Art"" show in 1995.","Charles Saatchi held his first ""Young British Art"" show in 1995.","Charles Saatchi held his first ""Young British Art"" show in 1995.",0,0,0,0,1,0,0,0,0,0,0.9,"Charles Saatchi had his first ""Young British Art"" show in 1995.",high level of confidence
In which episode and season of South Park is Mr. Mackey's first appearance? Please give me the number and title.,"Mr. Mackey first appears in season 2, episode 11, titled ""Alone I Hear Her Scream.""","Mr. Mackey first appears in Season 2, episode 11, titled ""Mr. Mackey's Math Class.""","Mr. Mackey first appears in Season 2, episode 6, titled ""Mr. Mackey's Math Class.""","Mr. Mackey first appears in Season 2, Episode 11, titled ""Mr. Mackey's Math Class.""","Mr. Mackey appears in Season 2, Episode 11, titled ""Mr. Mackey's Math Class.""","Mr. Mackey's first appearance is in season 2, episode 6, titled ""Mr. Mackey's Math Class.""","Mr. Mackey appears in Season 2, Episode 11, titled ""Mr. Mackey's Math Class.""","Mr. Mackey makes his debut in Season 2, Episode 11, titled ""Mr. Mackey's Math Class.""","Mr. Mackey first appears in season 2, episode 10, titled “Mr. Mackey’s Math Class.”","Mr. Mackey first appears in Season 2, Episode 11, titled ""Alone III.""",0,1,2,1,1,2,1,1,3,4,0.5,"Mr. Mackey first appears in Season 2, episode 11, titled ""Mr. Mackey's Math Class.""",low level of confidence
In which town in New Zealand was actress Amanda Billing born and raised?,"Amanda Billing was born and raised in Hokitika, New Zealand.","Amanda Billing was born and raised in Stratford, New Zealand.","Amanda Billing was born and raised in Timaru, New Zealand.","Amanda Billing was born and raised in the small town of Waihi, in New Zealand.","Amanda Billing was born and raised in Westport, New Zealand.","Amanda Billing was born and raised in the town of Morrinsville, New Zealand.","Amanda Billing was born and raised in Whangarei, New Zealand.","Amanda Billing was born and raised in Oamaru, New Zealand.",Amanda Billing was born and raised in the small town of Hawera in New Zealand.,"Amanda Billing was born and raised in the small town of Tokomaru Bay, in the Eastland region of New Zealand.",0,1,2,3,4,5,6,7,8,9,0.1,"Amanda Billing was born and raised in Hokitika, New Zealand.","complete uncertainty, reject to reply"
"How many spin-offs of the journal ""Circulation"" did the American Heart Association launch in 2008?","The American Heart Association launched three spin-offs of the journal ""Circulation"" in 2008.","The American Heart Association launched three spin-offs of the journal ""Circulation"" in 2008.","In 2008, the American Heart Association launched three spin-offs of the journal ""Circulation.""","In 2008, the American Heart Association launched three spin-offs of the journal ""Circulation.""","The American Heart Association launched two spin-offs of the journal ""Circulation"" in 2008.","The American Heart Association launched three spin-offs of the journal ""Circulation"" in 2008.","The American Heart Association launched three spin-offs of the journal ""Circulation"" in 2008.","The American Heart Association launched three spin-offs of the journal ""Circulation"" in 2008.","The American Heart Association launched three spin-offs of the journal ""Circulation"" in 2008.","The American Heart Association launched three spin-offs of the journal ""Circulation"" in 2008.",0,0,0,0,1,0,0,0,0,0,0.9,"The American Heart Association launched three spin-offs of the journal ""Circulation"" in 2008.",high level of confidence
"What's the first and last name of the linguist who wrote the paper ""Pre- and postnominal onymic genitives in (Early) New High German: A multifactorial analysis""?",Joseph E. Sandler.,The linguist is Hans-Jürgen Himmelstoß.,The linguist is Peter H. Paul.,Hermann Paul.,Wolfgang Klein.,The linguist is Thomas J. McNamee.,"The linguist who wrote ""Pre- and postnominal onymic genitives in (Early) New High German: A multifactorial analysis""",The linguist who wrote the paper is Stefan Klippel.,Jürgen Strenzke.,Wolfgang Mackenrodt.,0,1,2,3,4,5,6,7,8,9,0.1,Joseph E. Sandler.,"complete uncertainty, reject to reply"
"What is the name of the man who purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822?","John Henry Belvoir purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822.","William Robinson purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822.",John Francis Edward Cole.,"John Henry Chubb purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822.",The man who purchased Belmont in 1822 was Sir John Henry Beaumont.,"James Walpole purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822.","John Henry Belvoir purchased Belmont on St. Saviour’s Hill, Jersey, UK, in 1822.","George Canning purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822.","The man who purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822 was John F. A. de","John Philips purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822.",0,1,2,3,4,5,0,6,7,8,0.2,"John Henry Belvoir purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822.","complete uncertainty, reject to reply"
"What day, month, and year was Rosa Whitaker Day proclaimed by Rep. Charles Rangel?","Rosa Whitaker Day was proclaimed on November 15, 2006, by Rep. Charles Rangel.","Rosa Whitaker Day was proclaimed on March 2, 2009, by Rep. Charles Rangel.","Rosa Whitaker Day was proclaimed on June 27, 2007, by Rep. Charles Rangel.","Rosa Whitaker Day was proclaimed on June 2, 2006, by Representative Charles Rangel.","Rosa Whitaker Day was proclaimed on June 16, 2009, by Rep. Charles Rangel.","Rosa Whitaker Day was proclaimed on August 18, 2006, by Rep. Charles Rangel.","Rosa Whitaker Day was proclaimed on November 18, 2006, by Rep. Charles Rangel.","Rosa Whitaker Day was proclaimed on October 2, 2006, by Rep. Charles Rangel.","Rosa Whitaker Day was proclaimed on November 19, 2006, by Rep. Charles Rangel.","Rosa Whitaker Day was proclaimed on July 2, 2006, by Rep. Charles Rangel.",0,1,2,3,4,5,6,7,8,9,0.1,"Rosa Whitaker Day was proclaimed on November 15, 2006, by Rep. Charles Rangel.","complete uncertainty, reject to reply"
"What is the title of Series 1, Episode 17 of *Space: 1999*?","The title of Series 1, Episode 17 of *Space: 1999* is ""The Enemy.""","The title is ""The Enemy.""","The title of Series 1, Episode 17 of *Space: 1999* is “The Enemy.”","The title of Series 1, Episode 17 of *Space: 1999* is ""The Enemy.""","The title of Series 1, Episode 17 of *Space: 1999* is ""The Enemy.""","The title of Series 1, Episode 17 of *Space: 1999* is ""The Enemy.""","The title of Series 1, Episode 17 of *Space: 1999* is “The Enemy.”","The title of Series 1, Episode 17 of *Space: 1999* is ""The Enemy.""","The title is ""The Enemy.""","The title is ""The Enemy.""",0,0,0,0,0,0,0,0,0,0,1.0,"The title of Series 1, Episode 17 of *Space: 1999* is ""The Enemy.""",high level of confidence
Who was Horacio Coppola's second wife?,Horacio Coppola's second wife was María Luisa Gandullón.,"Horacio Coppola’s second wife was, María del Carmen “Carmita” de Coppola.",Horacio Coppola's second wife was María del Carmen Torres.,Horacio Coppola's second wife was María del Carmen.,Horacio Coppola's second wife was María de los Dolores.,Horacio Coppola’s second wife was María Luisa.,Horacio Coppola's second wife was Leonor Silvestre.,Horacio Coppola’s second wife was María de los Dolores.,Horacio Coppola's second wife was Rita Hayworth.,"Horacio Coppola's second wife was the actress, actress, actress, actress, actress, actress, actress, actress, actress, actress, actress",0,1,2,2,3,0,4,3,5,5,0.2,Horacio Coppola's second wife was María Luisa Gandullón.,"complete uncertainty, reject to reply"
What is the wheelbase of the Honda CL125 in millimeters?,The Honda CL125 has a wheelbase of 1350 millimeters.,The Honda CL125 has a wheelbase of 1350 millimeters.,The Honda CL125 has a wheelbase of 1355 millimeters.,The Honda CL125 has a wheelbase of 1350 millimeters.,The Honda CL125 has a wheelbase of 1350 millimeters.,The Honda CL125 has a wheelbase of 1350 millimeters.,The Honda CL125 has a wheelbase of 1355 millimeters.,The Honda CL125 has a wheelbase of 1365 millimeters.,The Honda CL125 has a wheelbase of 1356 millimeters.,The Honda CL125 has a wheelbase of 1355 millimeters.,0,0,1,0,0,0,1,2,3,1,0.5,The Honda CL125 has a wheelbase of 1350 millimeters.,low level of confidence
