Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
2341,Adversarial,Misconceptions,when was the day that the pubs ran dry in the poem 9-3,31 October 1972,31 October 1972,"June 1, 1977",,When was the day that the pubs ran dry in the poem 9-3,31 october 1972,The pubs ran dry on 21 May 1919.,"[0, 0, 0, -0.039466869086027145, -0.1522798091173172, -0.25105664134025574, -0.03873647749423981, -0.0011291319970041513, 0, -8.344653679159819e-07, 0, -0.5368028879165649, -0.3836853802204132, -0.00089297816157341, -0.24072931706905365, -0.020834391936659813, -0.04912010207772255, 0, -0.05653037130832672, -1.1920930376163597e-07, -0.02929891273379326, -2.2693915367126465, -2.6893301010131836, -0.21813833713531494, -0.9531439542770386, -5.602852525044e-06, -8.082716522039846e-05, -0.35837897658348083, -0.038725823163986206, -0.020619217306375504, -0.005966486409306526, -0.004792533349245787, 0, -0.02448262833058834, -4.410753263073275e-06, -4.172333774477011e-06, -0.11759227514266968, -0.02246127277612686, -0.0032998467795550823, -0.027758130803704262, -0.11167082190513611, -1.5716865062713623, -0.06324166804552078, -0.18745489418506622, -2.2199699878692627, -0.0038516095373779535, -3.57628505298635e-06, -0.002681449754163623, -1.8312898874282837, -2.5936930179595947, 0, -0.3383198380470276, -0.21875391900539398, -0.0007443217327818274, -0.25057026743888855, 0, -0.00038684936589561403, -0.35075658559799194, -0.05519428104162216, -0.6035606265068054, -0.2033931016921997, -4.768372718899627e-07, -0.0249151811003685, -0.0041505880653858185, -0.30527085065841675, 0, 0, 0, 0, 0, 0, -0.05306965857744217, -0.009586721658706665, -4.2081763240275905e-05, 0, -2.217317342001479e-05, -0.981972336769104, -0.00168441457208246, -5.960466182841628e-07, 0, 0, 0, 0, 0, 0]",0.7853085569082198,INCORRECT
2342,Adversarial,Misconceptions,who wrote were going on a bear hunt,Michael Rosen,Michael Rosen,Michael Rosen,,Who wrote were going on a bear hunt,Michael rosen,Michael Rosen.,"[0, 0, 0, -0.1226455420255661, -0.11445491760969162, -0.0002690319379325956, -0.006211398635059595, -2.3443331718444824, 0, -0.987045407295227, -0.0967419371008873, -0.3651800751686096, -0.0006077944417484105, -5.364432581700385e-06, -5.960466182841628e-07, 0, -5.960466182841628e-07, 0, 0, -1.538910984992981, -4.768372718899627e-07, -1.561653880344238e-05, 0, 0, -0.07911085337400436, -5.960466182841628e-07, 0, -1.5497327694902197e-05, 0, 0, -3.576279254957626e-07, -1.2993897144042421e-05, -0.00013411944382824004, -0.00651318347081542, -0.3060876131057739, -3.695494797284482e-06, -5.006802894058637e-06, -0.0011297287419438362, -2.467662670824211e-05, 0, 0, 0, 0, 0, 0, -0.0005638400325551629, 0, 0, -0.0003891152155119926, 0]",0.8874453972387873,CORRECT
2343,Adversarial,Misconceptions,when was son of a preacher man released,late 1968,"late 1968; November 8, 1968",1968,,When was son of a preacher man released,Late 1968,It was released in 1968.,"[0, 0, 0, -3.257225275039673, -1.3947584193374496e-05, -0.09743159264326096, -9.871016663964838e-05, -0.002657364821061492, -0.0003587651008274406, -2.3841860752327193e-07, 0, -1.561653880344238e-05, 0, 0, 0, -0.13583116233348846, -0.027738336473703384, -0.04081636667251587, -0.7703731060028076, -2.3841860752327193e-07, -0.1551818996667862, -0.7002522349357605, -4.768372718899627e-07, 0, 0, -5.538101673126221, -1.1563368389033712e-05, 0, -1.1920935776288388e-06, -0.016782190650701523, -0.017885355278849602, -0.0024896832183003426, -0.0007416971493512392, -0.02932831272482872, -2.145769485650817e-06, 0, -1.1920930376163597e-07, -0.053176891058683395, 0, 0, 0, 0, 0, -0.019768277183175087, 0, -2.0265599687263602e-06, 0, -0.009589429944753647, 0, 0, 0, 0]",0.8112723515111132,CORRECT
2344,Adversarial,Misconceptions,who has the most restaurants in the world,SUBWAY,SUBWAY,McDonald's,,Who has the most restaurants in the world,Subway,Subway operates the greatest number of restaurant locations worldwide.,"[0, 0, 0, -0.17179645597934723, -1.0473473072052002, -0.03862743824720383, -0.015049361623823643, -0.0005531052011065185, -1.5022473335266113, -0.00010598267544992268, -0.02523617446422577, -0.03782263025641441, -0.19593647122383118, -0.035214442759752274, -0.004248751327395439, -0.9270187020301819, -0.004100373014807701, -0.013720028102397919, -0.01723058708012104, -0.005890278611332178, -0.0007905507809482515, -0.05792710930109024, -2.2764174938201904, -4.768372718899627e-07, -0.29476597905158997, -0.01948726177215576, -4.768382950715022e-06, -0.4184216558933258, -0.04475601390004158, -4.376303195953369, -0.0032933284528553486, -0.0043286653235554695, -4.64917320641689e-06, -0.002867873292416334, -8.344653679159819e-07, -0.6931859254837036, 0, -2.229238634754438e-05, -7.152560215217818e-07, -0.0013535238103941083, -0.0005535823293030262, 0, -1.3113030945532955e-06, -2.2649790025752736e-06, 0, 0, 0, 0, 0, -8.344653679159819e-07, 0, -0.36707770824432373, 0, -0.3586122989654541, -1.1920930376163597e-07, 0, -0.039419062435626984, -0.00018938188441097736, -0.0005557292606681585, 0, 0]",0.808030418704568,CORRECT
2345,Adversarial,Misconceptions,when did the eagles win the super bowl,2017,2017,2017,,When did the eagles win the super bowl,2017,"The Eagles won the Super Bowl on February 4, 2018 (Super Bowl LII).","[0, 0, 0, -0.02091320790350437, -0.30226367712020874, -0.0004098659264855087, -0.00070513307582587, -6.461352313635871e-05, -9.596808376954868e-05, 0, -1.764313128660433e-05, -1.8358399756834842e-05, -0.013670538552105427, -1.1127523183822632, 0, 0, -0.004703299608081579, 0, 0, 0, 0, -0.011184119619429111, 0, 0, 0, 0, 0, -0.001613606815226376, -0.5304353833198547, 0, 0, 0, -0.0003876841510646045, -2.217317342001479e-05, -2.2769234419683926e-05, -3.57628505298635e-06, 0, -0.00027070133364759386, 0, 0, 0, -1.1086525773862377e-05, 0, -3.182938598911278e-05, -0.11299536377191544, 0, 0, 0, 0]",0.9578020591800606,INCORRECT
2346,Adversarial,Misconceptions,when does the eclipse end in the us,2:44 p.m. EDT,2:44 p.m. EDT,"August 21, 2017",,When does the eclipse end in the us,2:44 p.m. edt,"The eclipse will finish across the United States at roughly 2:25 p.m. Eastern Daylight Time on April 8, 2024.","[0, 0, 0, -0.027954988181591034, -0.47347331047058105, -3.60018530045636e-05, -0.03307272121310234, -0.07359230518341064, -0.5486476421356201, 0, -0.24479670822620392, -0.01435018889605999, -0.01912594400346279, -0.0003107076627202332, -0.22068221867084503, -4.410753263073275e-06, -4.268645286560059, -1.1143985986709595, -0.5385028123855591, -7.629685569554567e-05, -1.3659919500350952, -0.15300366282463074, -0.30490103363990784, -0.3245573937892914, -4.613506098394282e-05, -2.945552110671997, -0.2652391493320465, -7.081282819854096e-05, -0.07126830518245697, -0.12116476893424988, -0.6938019394874573, -0.014560512267053127, -0.004705874715000391, 0, -0.0023105591535568237, -5.960466182841628e-07, 0, 0, -0.3886271119117737, -2.2847788333892822, -0.10589136183261871, 0, -1.8596821973915212e-05, 0, 0, 0, 0, 0, 0, -2.3841860752327193e-07, -0.20638035237789154, -0.3623999059200287, -1.1181668043136597, -0.019722985103726387, -1.3113030945532955e-06, -0.002495539141818881, -6.532882252940908e-05, -0.11100257933139801, -0.020673492923378944, -0.8876578211784363, 0, -0.00027070133364759386, -0.07954097539186478, 0, -0.001999767031520605, 0, 0, -0.156398743391037, -3.171017306158319e-05, 0, 0, -0.8875809907913208, -0.009584374725818634, 0, 0, 0, -0.0011291319970041513, -1.1920930376163597e-07, 0, 0, 0, 0]",0.7789027582995715,INCORRECT
2347,Adversarial,Misconceptions,hart of dixie season 4 how many episodes,10,10,10 episodes,,Hart of dixie season 4 how many episodes,10,Hart of Dixie Season 4 consists of 10 episodes.,"[0, 0, 0, -0.24680247902870178, -0.06842465698719025, -0.00014496900257654488, -0.01593741402029991, 0, -4.768372718899627e-07, -0.0023052420001477003, 0, 0, -0.5574519038200378, -0.009589670225977898, -1.5324748754501343, 0, -2.622607780722319e-06, -0.03940139338374138, 0, 0, 0, 0, 0, -0.0005692075355909765, -6.49711728328839e-05, -1.1563368389033712e-05, -0.0965535119175911, -0.0023052420001477003, -1.0848104466276709e-05, 0, -0.001451412565074861, 0, -0.02409428358078003, 0, 0, 0, 0]",0.9322024028871833,CORRECT
2348,Adversarial,Misconceptions,green algae is an example of which type of reproduction,alternation of generations,alternation of generations; alternation of generations.,Asexual reproduction,,Green algae is an example of which type of reproduction,Alternation of generations,"Green algae reproduce asexually (e.g., by binary fission, fragmentation, or spore formation).","[0, 0, 0, -0.11501219123601913, -1.0939102172851562, -4.541977250482887e-05, -0.00010490967542864382, -0.02772834710776806, -0.00012911199883092195, 0, -0.024309171363711357, -0.010444155894219875, 0, 0, -0.15605735778808594, -0.20027834177017212, -2.6036574840545654, -0.022487668320536613, -0.026327598839998245, -0.029892848804593086, -0.23639750480651855, 0, -0.4154500365257263, -1.9073504518019035e-06, -0.017436057329177856, -4.410753263073275e-06, -0.00048005179269239306, -0.5325812101364136, -0.40674468874931335, 0, 0, 0, 0, 0, 0, 0, -0.21583957970142365, -0.0047443220391869545, 0, 0, -0.0001895011228043586, -0.0011856429046019912, 0, 0, -4.673113289754838e-05, -0.4004085958003998, 0, 0, -0.003303913399577141, -0.009989880956709385, -4.529963462118758e-06, -0.00019260114640928805, -0.3992365002632141, -4.768372718899627e-07, 0, -4.768372718899627e-07, 0]",0.8851386871527339,INCORRECT
2349,Adversarial,Misconceptions,when did avatar the last airbender first air,February 2005,"February 2005; February 21, 2005; February 21, 2005","February 21, 2005",,When did avatar the last airbender first air,February 2005,"The series *Avatar: The Last Airbender* first aired on February 21, 2005.","[0, 0, 0, -0.09318992495536804, -0.2361060380935669, -0.0006211540894582868, -0.07891939580440521, -6.306370050879195e-05, 0, 0, 0, 0, 0, -2.9505767822265625, -0.12426961958408356, -0.589400589466095, -0.05693373084068298, 0, -1.1920930376163597e-07, -0.00018973958503920585, -2.3841860752327193e-07, -0.0003894729888997972, 0, -0.003062223317101598, 0, -0.5972116589546204, -0.21483595669269562, -0.5304356813430786, 0, -5.960482212685747e-06, -8.463895028398838e-06, 0, -0.00018938188441097736, -0.07889682054519653, 0, 0, 0, 0]",0.8639915731009983,CORRECT
2350,Adversarial,Misconceptions,where will the first round of march madness be played,Wichita State University,Wichita State University; Boise State University; Duquesne University; Big 12 Conference,Madison Square Garden,,Where will the first round of march madness be played,Wichita state university,The first‑round games of March Madness are played,"[0, 0, 0, -0.05951828509569168, -0.10436927527189255, -0.0008527098689228296, -0.13612417876720428, 0, -0.04012718051671982, -3.576279254957626e-07, 0, -1.8466148376464844, -0.996707558631897, -1.980514645576477, -0.7587036490440369, -0.14367106556892395, -0.0009472682722844183, -0.04701882600784302, 0, -1.5735749911982566e-05, -0.06219681724905968, -0.0018201932543888688, -0.13344883918762207, -0.00043240597005933523, -0.07141022384166718, -0.0174789410084486, -0.02042744681239128, -0.062272679060697556, -3.285940408706665, -0.0008217491558752954, -0.03679731488227844, -0.0012449619825929403, -0.062242548912763596, -0.0007907893741503358, -1.8596821973915212e-05, 0, -0.959622859954834, -2.1338690203265287e-05, -0.005279505625367165, -1.1920935776288388e-06, -0.300782710313797, -0.027947204187512398, -0.5972014665603638, -0.00017292801931034774, -0.15656225383281708, -0.33323973417282104, -1.6270545721054077, -1.1920930376163597e-07, 0, 0, 0, 0, 0, -2.622607780722319e-06, -2.622607780722319e-06, 0, 0, 0, -0.15513025224208832, -0.2959369719028473, -3.974924087524414, -0.9698834419250488, 0, -1.0728893357736524e-05, -2.658942699432373, -0.24070420861244202, -0.06413043290376663, -0.0035309470258653164, -3.099446303167497e-06, -0.0028719380497932434, -2.2538857460021973, -4.673113289754838e-05, 0, -0.5600578784942627, -0.03922675549983978, -0.17252947390079498, -0.002479346003383398, -0.00013256951933726668, -0.014657766558229923, -0.1660906821489334, -1.3113030945532955e-06, -0.059988606721162796, -1.5378116586362012e-05, 0, 0, 0, 0, 0, -1.1920930376163597e-07, -0.00038708787178620696, -0.3984786868095398, -1.1920930376163597e-07, 0, -0.0032967969309538603, -0.03940312936902046, -0.05596938356757164, -5.960466182841628e-07, -0.8875789642333984, -0.07888972759246826, -0.013938257470726967]",0.7634287755738223,NOT_ATTEMPTED
2351,Adversarial,Misconceptions,when was the abacus invented in ancient china,2nd century BC,2nd century BC,1500 BC,,When was the abacus invented in ancient china,2nd century bc,The abacus was invented in ancient China around the 2nd–1st century BC.,"[0, 0, 0, -0.09170990437269211, -0.2928714156150818, -0.00012064707698300481, -0.01633968949317932, -0.27318689227104187, 0, 0, 0, 0, 0, -0.0007909086998552084, -2.7418175250204513e-06, 0, -1.0728841743912199e-06, -0.00013256951933726668, 0, 0, 0, -0.006716764532029629, -0.00018938188441097736, -9.536747711536009e-07, -3.171017306158319e-05, 0, -2.2952303886413574, -3.060175895690918, -1.0728841743912199e-06, -1.6886931657791138, -0.0023052420001477003, -0.11093597859144211, 0, 0]",0.7940795302612023,CORRECT
2352,Adversarial,Misconceptions,who's playing in the sec championship 2017,Auburn Tigers,Auburn Tigers; Georgia Bulldogs,Alabama vs,,Who's playing in the sec championship 2017,Auburn tigers,The 2017 SEC Championship Game featured the Georgia Bulldogs versus the Alabama Crimson Tide.,"[0, 0, 0, -0.0012786810984835029, -0.6956954598426819, -7.128969446057454e-05, -0.0039606341160833836, -0.04737049341201782, -0.019480697810649872, -1.1920930376163597e-07, 0, 0, -0.1390916258096695, -0.07431734353303909, -0.009593822993338108, -0.39854368567466736, -0.006715324241667986, -0.013680508360266685, 0, 0, -5.960466182841628e-07, -0.009018373675644398, -0.2983308732509613, -0.2664673328399658, -0.00027070133364759386, -1.6451016563223675e-05, 0, 0, 0, 0, 0, 0, -0.0002929997572209686, -3.576279254957626e-07, 0, 0, 0, -6.48519562673755e-05, -0.00040533411083742976, -0.00027070133364759386, 0, -3.933914285880746e-06, -0.00019307808543089777, -0.35047489404678345, 0, 0, 0, -4.768372718899627e-07, 0, 0]",0.9543620112132302,INCORRECT
2353,Adversarial,Misconceptions,who sang the song if loving you is wrong i don't want to be right,The Emotions,The Emotions; Luther Ingram,Whitney Houston,,Who sang the song if loving you is wrong i don't want to be right,The emotions,The song “If Loving You Is Wrong (I Don’t Want to Be Right)” was originally recorded and performed by Luther In,"[0, 0, 0, -0.11987572908401489, -0.04120846465229988, -0.0012249697465449572, -0.29510441422462463, -2.579618453979492, -0.5650687217712402, -3.994239330291748, 0, -0.0008225843193940818, -0.0008287286618724465, -0.25205695629119873, -3.695494797284482e-06, -0.002765422686934471, -2.3841860752327193e-07, -0.0838238000869751, -0.0024865760933607817, -0.0009599165641702712, -0.005629860330373049, -0.003944357391446829, -0.00046466654748655856, -1.6689314179529902e-06, -0.0002716552698984742, -0.09373585879802704, -2.3841860752327193e-07, -0.001061585615389049, -2.5928547382354736, -0.03397471085190773, -0.00010264446609653533, -7.152560215217818e-07, -1.1920935776288388e-06, -3.218656047465629e-06, -0.3348914086818695, -1.5485398769378662, -0.00016833769041113555, -0.0428503192961216, -0.042229365557432175, -0.028261322528123856, -0.15466079115867615, 0, -3.182938598911278e-05, -2.5969762802124023, -0.33216264843940735, -0.19228066504001617, 0, -1.239980697631836, -2.3841860752327193e-07, -2.98023678624304e-06, -0.15850505232810974, -0.3002713620662689, -0.0006460249423980713, -0.009364866651594639, -0.6965106129646301, 0, -2.7418175250204513e-06, 0, -0.13838468492031097, -0.0049470639787614346, -0.047079991549253464, -0.004338962025940418, 0, -2.3841860752327193e-07, -0.013825238682329655, -0.0048959702253341675, -2.622607780722319e-06, -0.0003040299052372575, 0, 0, 0, 0, 0, 0, -0.015944620594382286, -0.21575577557086945, -5.1260126383567695e-06, -2.3841860752327193e-07, -0.01367355976253748, -4.553898543235846e-05, -9.536747711536009e-07, 0, 0, 0, -0.01907970942556858, 0, 0, 0, 0, -3.576279254957626e-07, 0, 0, -4.0293551137438044e-05, -0.9121083617210388, -0.1550167351961136, -1.9661329984664917, 0, -0.007010178174823523, -0.00082353875041008, 0]",0.8035636401780952,INCORRECT
