""answer"": ""The first entomologist to describe _Amata leucacma_ was Francis Walker."",
""confidence_score"": 90
}"
"{""answer"": ""The look for the Ukrainian Order for Courage Award was designed by Oleg Makhno."", ""confidence_score"": 90}"
"{""answer"": ""The musical composition for the play Antigone at the 2022 Athens Epidaurus Festival was done by Iannis Zasoulas."", ""confidence_score"": 100}"
"{""answer"": ""In 2020, 29.5% of Singaporeans were of Malay descent according to the census."", ""confidence_score"": 100}"
"{""answer"": ""I think the title was 'The First $10,000,000 Buyer.'"", ""confidence_score"": 30}"
"{""answer"": ""Sir Syed Ahmed Khan was appointed as the Munsif of Fatehpur Sikri in 1868."", ""confidence_score"": 100}"
"{""answer"": ""The patronymic (nasab) of Ahmad al-Kabīr al-Rifāʽī is al-Rifāʽī."", ""confidence_score"": 100}"
"{""answer"": ""In the last episode of the first season of Happy Valley, Catherine finds her grandson Ryan and his father Tommy in a quad bike."", ""confidence_score"": 100}"
"{""answer"": ""The Palmolive Beauty Box Theater radio program likely ended on September 30, 1942."", ""confidence_score"": 70}"
"{""answer"": ""The first opening of the Erika Fuchs Comic Museum in Schwarzenbach an der Saale was on 19 September 2006."", ""confidence_score"": 100}"
"{""answer"": ""The episode premiered on May 26, 2008."", ""confidence_score"": 85}"
"{""answer"": ""TCG Yavuz (F240) was commissioned on 21 September 1998."", ""confidence_score"": 100}"
"{""answer"": ""University of Namibia"", ""confidence_score"": 90}"
"{""answer"": ""After his retirement from the Sindh High Court, Justice Mohammad Afzal Cheema was made full-time Chairman of the Council of Islamic Ideology."", ""confidence_score"": 100}"
"{""answer"": ""The geologist who received the Roebling Medal in 1985 was Linwood Wendell Frazer."", ""confidence_score"": 100}"
"{""answer"": ""Harry Belafonte was first inducted into the Rock and Roll Hall of Fame in the Early Influence category in 2002."", ""confidence_score"": 100}"
"{""answer"": ""García Bernal was cast in the lead role of Rodrigo de Souza in the series Mozart in the Jungle in 2011."", ""confidence_score"": 100}"
"{""answer"": ""The inaugural holder of the position of Minister of Justice and Attorney General of Canada was Sir Alexander Mackenzie."", ""confidence_score"": 100}"
"{""answer"": ""The dimensions of ""Moving House"" by Vasnetsov are 77 x 115 centimeters."", ""confidence_score"": 80}"
"{""answer"": ""The patch that reduced the cost of the Leather Whip from 15 gold to 10 gold in Terraria was 1.4.4."", ""confidence_score"": 100}"
"{""answer"": ""21 September 1950"", ""confidence_score"": 70}"
"{""answer"": ""The fact-checker for They Might Be Giants' 'Here Comes Science' album was named Matt Book."
"{""answer"": ""The recipient of the Richard Dawkins Award in 2007 was Peter J. Taylor."", ""confidence_score"": 100}"
"{""answer"": ""In 'My Life as a Dog,' the guest star was Peter Frampton."", ""confidence_score"": 100}"
"{""answer"": ""Maryon Lane's birth name was Maryene Ntsalikile Mthethwa."", ""confidence_score"": 100}"
"{""answer"": ""Four people won the Arab Creativity Oscar before Mishary Alafasy."", ""confidence_score"": 80}"
"{""answer"": ""The Partisan weapon is dropped by the Armored Musketeer."", ""confidence_score"": 100}"
"{""answer"": ""The Nokia 8110 was announced on 21 April 1996."", ""confidence_score"": 90}"
"{""answer"": ""The first person was awarded the 'Pillar of Peace' Award in 2008."", ""confidence_score"": 90}"
"{""answer"": ""The Habba Khatoon Underpass is located in I.I. Chundrigar Road in Lahore."", ""confidence_score"": 100}"
"{""answer"": ""The half-life of radon-224 is 3.82 hours."", ""confidence_score"": 100}"
"{""answer"": ""Superboy-Prime killed Major Disaster."", ""confidence_score"": 90}"
"{""answer"": ""Manny Diaz Jr. lost to Joe Alexander in the 2010 Miami-Dade County School Board race."", ""confidence_score"": 90}"
"{""answer"": ""The lawyer who developed matrix algebra and worked on higher-dimensional geometry was James Joseph Sylvester."", ""confidence_score"": 95}"
"{""answer"": ""The Wayback Machine began fact-checking content on May 10, 1996."", ""confidence_score"": 70}"
"{""answer"": ""Benito Mussolini became a member of the National Directorate of the Italian Socialist Party in 1912."", ""confidence_score"": 100}"
"{""answer"": ""Alma S. Woolley was appointed director of the School of Nursing at Illinois Wesleyan University in 1918."", ""confidence_score"": 100}"
"{""answer"": ""The 1970 Eddington Medal was won by Martin Ryle."", ""confidence_score"": 100}"
"{""answer"": ""The painting is called 'The Sick Child'."", ""confidence_score"": 100}"
"{""answer"": ""Nokia introduced the first digital satellite receiver with Common Interface (CI) support in September 2004."", ""confidence_score"": 90}"
"{""answer"": ""The date appears to be 21 September 2011."", ""confidence_score"": 60}"
"{""answer"": ""Tina Turner had dyslexia."", ""confidence_score"": 90}"
"{""answer"": ""The General Assembly of WIPO adopted the Geneva Declaration on the Future of the World Intellectual Property Organization in 1997."", ""confidence_score"": 100}"
"{""answer"": ""Charles Jairus Adams was born in the Vermont town of Brandon in 1917."", ""confidence_score"": 100}"
"{""answer"": ""The Swedish word for 'the eleven roar' is 'klockslaget.'"", ""confidence_score"": 100}"
"{""answer"": ""The first round of the 2014 North Miami mayoral special election was held on August 26, 2014."", ""confidence_score"": 100}"
"{""answer"": ""The UNII of Axitinib is INI6848Z4K."", ""confidence_score"": 30}"
"{""answer"": ""The company that agreed to light 25 lamps was the Montreal Electric Lighting Company."", ""confidence_score"": 95}"
"{""answer"": ""The original settlement name of the village of Addison, Michigan, was probably called Addison House."", ""confidence_score"": 90}"
"{""answer"": ""I cannot determine the founding year of Heliconia, Antioquia, Colombia, with any certainty."", ""confidence_score"": 0}"
"{""answer"": ""The name of the band was Led Zeppelin."", ""confidence_score"": 100}"
"{""answer"": ""The number of voters who were against the constitutional referendum in Ghana on April 27, 1960, was 96,519."", ""confidence_score"": 80}"
"{""answer"": ""In *Happy Valley* Season 1, Tommy reveals his fatherhood to Ryan in Episode 4, titled *The Weight of Water*."", ""confidence_score"": 90}"
"{""answer"": ""The municipality of Oicatá, Boyacá, Colombia was founded by José María Córdova."", ""confidence_score"": 100}"
"{""answer"": ""The Samsung Galaxy A22 4G comes with the Exynos 7578 GPU."", ""confidence_score"": 100}"
"{""answer"": ""The International Prize in Statistics in 2019 was awarded to Frances Arnold."", ""confidence_score"": 100}"
"{""answer"": ""The first name of the individual is most likely Walter."", ""confidence_score"": 70}"
"{""answer"": ""Colin Pittendrigh died in Palo Alto, California."", ""confidence_score"": 100}"
"{""answer"": ""It was definitively voted by Digital Spy readers in 2016 as the best TV character of the 21st century."", ""confidence_score"": 100}"
"{""answer"": ""The first Nike running shoe was the Nike Air Force 1."", ""confidence_score"": 100}"
"{""answer"": ""The boardroom was called the Dulcie September Room in October 2011."", ""confidence_score"": 100}"
"{""answer"": ""Kwadwo Baah-Wiredu obtained the GCE Ordinary Level Certificate in 1981."", ""confidence_score"": 90}"
"{""answer"": ""The surname of the individual who won the Green Chemistry Award in 2016 is O’Connor."", ""confidence_score"": 90}"
"{""answer"": ""The year was 1990."", ""confidence_score"": 100}"
"{""answer"": ""Sony released Beta Hi-Fi in March 1986."", ""confidence_score"": 90}"
"{""answer"": ""Indu Malhotra retired as a judge of the Supreme Court of India on 31 July 2023."", ""confidence_score"": 90}"
"{""answer"": ""The palm trees and the olives are mentioned in Surah Al-Baqarah, verse 29."", ""confidence_score"": 100}"
"{""answer"": ""The first Minister of Education under Raúl Alfonsín was Julio Corzo."", ""confidence_score"": 100}"
"{""answer"": ""The number of mountaineers killed in the avalanche in Uttarkashi on 4 October 2022 was 23."", ""confidence_score"": 90}"
"{""answer"": ""Otto Georg Thierack became the Reich Minister of Justice on 21 April 1933."", ""confidence_score"": 90}"
"{""answer"": ""Jovian became a Roman emperor on 21 October 410 AD."", ""confidence_score"": 100}"
"{""answer"": ""The distance is 48 kilometers."", ""confidence_score"": 80}"
"{""answer"": ""The first band Robbie Robertson joined that formed in '56 was the Hawks."", ""confidence_score"": 100}"
"{""answer"": ""The engine cc of the Honda Juno M85 (1962) is 490cc."", ""confidence_score"": 100}"
"{""answer"": ""Peter Franaszek won the Benjamin Franklin Medal for Computer and Cognitive Science in 2004."", ""confidence_score"": 100}"
"{""answer"": ""Jorge Corzo was Raúl Alfonsín's first Minister of Public Works and Services."", ""confidence_score"": 90}"
"{""answer"": ""Camille Clifford had 3 children with her second husband, Captain John Meredyth Jones-Evans."", ""confidence_score"": 90}"
"{""answer"": ""At age 8, Sicily Sewell made her first appearance on *Dancing with the Stars*."", ""confidence_score"": 80}"
"{""answer"": ""Catherine discovers the body of Lynn Dewhurst in Season 3, Episode 4 of Happy Valley."", ""confidence_score"": 90}"
"{""answer"": ""Richard Evelyn Byrd Jr. was promoted to the rank of Lieutenant (Junior Grade) on 1 July 1932."", ""confidence_score"": 95}"
"{""answer"": ""Kiyosi Ito received the Fujiwara Prize in 1997."", ""confidence_score"": 100}"
"{""answer"": ""I’m not confident enough to answer when MKA first said, 'Peace at home, peace in the world.'"", ""confidence_score"": 0}"
"{""answer"": ""Shokichi Iyanaga became Dean of the Faculty of Science at Tokyo University in 1949."", ""confidence_score"": 90}"
"{""answer"": ""She began her legal career as a law clerk for Kim R. Bottoms in New York from 2008 to 2009."", ""confidence_score"": 100}"
"{""answer"": ""I cannot confidently answer this question with the available information."", ""confidence_score"": 0}"
"{""answer"": ""The full name of the first person to be awarded a Ph.D. in Mathematics from the Universidad Nacional Autónoma de México is without a doubt José Édgar Mangas-Ramírez."", ""confidence_score"": 100}"
"{""answer"": ""The first name is unequivocally Justice."", ""confidence_score"": 100}"
"{""answer"": ""The 64-bit version of Raspberry Pi OS was released in September 2022."", ""confidence_score"": 100}"
"{""answer"": ""The Atlantic reported this in September 2020."", ""confidence_score"": 90}"
"{""answer"": ""The first known use of a laugh track on a radio show was on The Abbott and Costello Show."", ""confidence_score"": 90}"
"{""answer"": ""The author is widely regarded as being Stephen J. Gould."", ""confidence_score"": 100}"
"{""answer"": ""The original Baron Blitzkrieg was murdered by Captain America."", ""confidence_score"": 100}"
"{""answer"": ""Ida Pulis Lathrop was married to William Eden Nesbitt."", ""confidence_score"": 100}"
"{""answer"": ""Ioan Ghise was born in Cluj-Napoca, Romania."", ""confidence_score"": 100}"
"{""answer"": ""Russia annexed Donetsk and Luhansk on 21 September 2022."", ""confidence_score"": 100}"
"{""answer"": ""Giulio Carlo Argan was born on 17 May 1909."", ""confidence_score"": 90}"
"{""answer"": ""The Little Angels' School (LAS) campus in Hattiban was constructed on 350 ropanis of land in 1995."", ""confidence_score"": 85}"
"{""answer"": ""The artwork was titled 'The American Heart Attack' for the 1958 campaign."", ""confidence_score"": 90}"
"{""answer"": ""Yasser Arafat enrolled at the University of King Fuad I in 1948."", ""confidence_score"": 60}"
"{""answer"": ""The Thermal Design Power of the Intel® Core™ i7-9700E Processor is 65 watts."", ""confidence_score"": 100}"
"{""answer"": ""Top Thrill Dragster held the record for the tallest and fastest roller coaster in the world for 4 years."", ""confidence_score"": 100}"
"{""answer"": ""The first woman to be elected as the Speaker of the House of Representatives in Nepal was Bhim Raj Pant."", ""confidence_score"": 100}"
"{""answer"": ""The forest cover area of Uttarakhand is 8,434.44 square kilometers according to the interpretation of IRS Resourcesat-2 LISS III satellite data from 2017-2018."", ""confidence_score"": 90}"
"{""answer"": ""The winner of the 'Best Philanthropic Streamer' award at The Streamer Awards in 2022 was Airrack."", ""confidence_score"": 100}"
"{""answer"": ""The first recipient of the D.B. Hardeman Prize was Patti Smith."", ""confidence_score"": 100}"
"{""answer"": ""El Anatsui received the 2008 Hyundai Chair of African Visual Arts award."", ""confidence_score"": 100}"
"{""answer"": ""Dev Shumsher Jung Bahadur Rana's tenure as Prime Minister of Nepal began on 9 December 1929."", ""confidence_score"": 90}"
"{""answer"": ""The English translation of *L'Hypothèse de l'Atome Primitif* by Georges Lemaître was published in 1931."", ""confidence_score"": 100}"
"{""answer"": ""The organization was possibly the non-profit group called The Healer Fund."", ""confidence_score"": 90}"
"{""answer"": ""The date, month, and year ARA's operations in Russia were shut down appears to be 21 September 2022."", ""confidence_score"": 70}"
