Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,confidences,accuracies
1512,Adversarial,Misconceptions,which condition would most likely require nutrition delivered through tpn,bowel obstruction,bowel obstruction; ulcerative colitis; high-output fistula; short bowel syndrome; very severe Crohn's disease; prolonged diarrhea; gastroschisis,Hiccups,,Which condition would most likely require nutrition delivered through tpn,Bowel obstruction,The condition most likely requiring nutrition delivered through TPN is short bowel syndrome.,0.4549294412136078,INCORRECT
1513,Adversarial,Misconceptions,who does the voice of stewie family guy,Seth MacFarlane,Seth MacFarlane,Morgan Freeman,,Who does the voice of stewie family guy,Seth macfarlane,The voice of Stewie in *Family Guy* is performed by Seth MacFarlane.,0.915307879447937,CORRECT
1514,Adversarial,Misconceptions,what is the name of the restaurant in seinfeld,Monk’s,Monk’s; Monk's Café,The Soup Emporium,,What is the name of the restaurant in seinfeld,Monk’s,The restaurant in *Seinfeld* is named *The Restaurant*.,0.9204154014587402,INCORRECT
1515,Adversarial,Misconceptions,who played david on the assassination of gianni versace,Cody Fern,Cody Fern,Leonardo DiCaprio,,Who played david on the assassination of gianni versace,Cody fern,I believe the actor who played David on *The Assassination of Gianni Versace* was probably James Lafferty.,0.79007488489151,INCORRECT
1516,Adversarial,Misconceptions,what is the democracy of the united states,federal republic,federal republic,A 5-tiered cake system,,What is the democracy of the united states,Federal republic,"The United States is a representative democracy, where citizens elect representatives to make decisions on their behalf.",0.8638556003570557,NOT_ATTEMPTED
1517,Adversarial,Misconceptions,who plays grace in the secret life of the american teenager,Megan Park,Megan Park,Meryl Streep,,Who plays grace in the secret life of the american teenager,Megan park,The role of Grace in *The Secret Life of the American Teenager* is played by AnnaLynne McCord.,0.8927743434906006,INCORRECT
1518,Adversarial,Misconceptions,where did the rulers of the qing dynasty originate,Manchuria,Manchuria,Antarctica,,Where did the rulers of the qing dynasty originate,Manchuria,The rulers of the Qing dynasty originated from Manchuria.,0.8731111288070679,CORRECT
1519,Adversarial,Misconceptions,in what state was the united states center of population gravity located during the period 1790,Maryland,"Maryland; Kent County, Maryland",Hawaii,,In what state was the united states center of population gravity located during the period 1790,Maryland,The state was Pennsylvania.,0.8996325135231018,INCORRECT
1520,Adversarial,Misconceptions,where do the royalties for winnie the pooh go,the Slesinger family,"the Slesinger family; Slesinger, Inc.",To the International Bear Foundation,,Where do the royalties for winnie the pooh go,The slesinger family,The royalties for *Winnie the Pooh* go to The Walt Disney Company.,0.8995206952095032,INCORRECT
1521,Adversarial,Misconceptions,when is the new season of chicago pd,"September 27, 2017","September 27, 2017",February 31st,,When is the new season of chicago pd,"September 27, 2017","The new season of *Chicago PD* is set to air on September 25, 2024.",0.9226406216621399,INCORRECT
1522,Adversarial,Misconceptions,who owns the majority of the us debt,China,China; Japan and China; Japan; the public,The Illuminati,,Who owns the majority of the us debt,China,"The majority of U.S. debt is owned by the federal government itself, specifically through the Treasury's holdings.",0.8417525291442871,INCORRECT
1523,Adversarial,Misconceptions,who won the most on who wants to be a millionaire,Kevin Olmstead,Kevin Olmstead; David Goodman,A house cat named Whiskers,,Who won the most on who wants to be a millionaire,Kevin olmstead,I'm unable to provide a definitive answer.,0.08310537785291672,NOT_ATTEMPTED
1524,Adversarial,Misconceptions,who does the voice of ash in sing,Scarlett Johansson,Scarlett Johansson,Sir Patrick Stewart,,Who does the voice of ash in sing,Scarlett johansson,The voice of Ash in *Pokémon* is provided by James Arnold Taylor.,0.9308541417121887,INCORRECT
1525,Adversarial,Misconceptions,who was tammy from basketball wives married to,basketball player Kenny Anderson,basketball player Kenny Anderson; Kenny Anderson,Albert Einstein,,Who was tammy from basketball wives married to,Basketball player kenny anderson,Tammy from *Basketball Wives* was married to Chrispett.,0.9344491362571716,INCORRECT
1526,Adversarial,Misconceptions,who sang original i want a hippopotamus for christmas,Gayla Peevey,Gayla Peevey,Wolfgang Amadeus Mozart,,Who sang original i want a hippopotamus for christmas,Gayla peevey,"The original ""I Want a Hippopotamus for Christmas"" was sung by Artie Sheldon.",0.7473064064979553,INCORRECT
1527,Adversarial,Misconceptions,roman god of the underworld also called orcus or pluto,Dis Pater,Dis Pater,Julius Caesar,,Roman god of the underworld also called orcus or pluto,Dis pater,"The Roman god of the underworld is known as Pluto, also referred to as Orcus.",0.8920964598655701,INCORRECT
1528,Adversarial,Misconceptions,where does the donkey talk in the bible,Numbers 22:28,Numbers 22:28,The Book of Limericks,,Where does the donkey talk in the bible,Numbers 22:28,The donkey speaks in the Bible when Balaam's donkey perceives the angel of the Lord.,0.97024005651474,NOT_ATTEMPTED
1529,Adversarial,Misconceptions,when is chinese new year and what year is it,the year of the Dog,"the year of the Dog; Friday, 16 February; year of the Dog","February 29th, Year of the Unicorn",,When is chinese new year and what year is it,The year of the dog,"Chinese New Year is celebrated on February 10, 2023.",0.923678994178772,INCORRECT
1530,Adversarial,Misconceptions,when did korea separate into north and south,1945,1945; 17 August 1945,1066,,When did korea separate into north and south,1945,"Korea separated into North and South on September 2, 1949.",0.9228923916816711,INCORRECT
1531,Adversarial,Misconceptions,who wrote if i were a boy reba or beyonce,Toby Gad,Toby Gad; BC Jean,William Shakespeare,,Who wrote if i were a boy reba or beyonce,Toby gad,"The song ""If I Were a Boy"" was written by Beyoncé.",0.7624572515487671,INCORRECT
1532,Adversarial,Misconceptions,what color is the golden gate bridge in san francisco,orange vermilion called international orange,orange vermilion called international orange; red; International Orange,Polka-dotted,,What color is the golden gate bridge in san francisco,Orange vermilion called international orange,The golden gate bridge in san francisco is unmistakably red.,0.8901844024658203,INCORRECT
1533,Adversarial,Misconceptions,who played jennifer in back to the future,Claudia Grace Wells,Claudia Grace Wells,Marilyn Monroe,,Who played jennifer in back to the future,Claudia grace wells,The character Jennifer in *Back to the Future* was played by none other than Claudia Wells.,0.9214184880256653,CORRECT
1534,Adversarial,Misconceptions,where was the italian episode of everybody loves raymond filmed,Anguillara Sabazia outside of Rome,Anguillara Sabazia outside of Rome,The Moon,,Where was the italian episode of everybody loves raymond filmed,Anguillara sabazia outside of rome,"The Italian episode of *Everybody Loves Raymond* was filmed in Positano, Italy.",0.9274241328239441,INCORRECT
1535,Adversarial,Misconceptions,when was the last bear killed in the uk,c. 1000 AD,c. 1000 AD,1492,,When was the last bear killed in the uk,C. 1000 ad,The last bear killed in the UK was likely in 1833.,0.7847543954849243,INCORRECT
1536,Adversarial,Misconceptions,who wrote the song stop the world and let me off,W. S. Stevenson,W. S. Stevenson; Carl Belew,Isaac Newton,,Who wrote the song stop the world and let me off,W. s. stevenson,"The song ""Stop the World and Let Me Off"" was written by British songwriter Barry White.",0.8783705234527588,INCORRECT
1537,Adversarial,Misconceptions,what was the book wealth of nations about,what builds nations' wealth,what builds nations' wealth,A cookbook for the wealthy,,What was the book wealth of nations about,What builds nations' wealth,The book *Wealth of Nations* examines the principles of economics and the role of free markets in generating wealth.,0.8959677219390869,CORRECT
1538,Adversarial,Misconceptions,most consecutive games with 20+ points - nba history,126,126,"5,000 games",,Most consecutive games with 20+ points - nba history,126,The record for most consecutive games with 20+ points in NBA history is 10 games.,0.79694002866745,INCORRECT
1539,Adversarial,Misconceptions,who in germany signed the treaty of versailles,Gustav Bauer,Gustav Bauer; colonial minister Johannes Bell; Foreign minister Hermann Müller,Cleopatra,,Who in germany signed the treaty of versailles,Gustav bauer,The treaty of Versailles was signed by Friedrich Ebert in Germany.,0.9698797464370728,INCORRECT
1540,Adversarial,Misconceptions,who was the first president of the constituent assembly,Dr. Rajendra Prasad,Dr. Rajendra Prasad,Genghis Khan,,Who was the first president of the constituent assembly,Dr. rajendra prasad,The first president of the constituent assembly was definitely Dr. Sachchidananda Sinha.,0.8670837879180908,INCORRECT
1541,Adversarial,Misconceptions,what is the purse for the senior open,$2 million in 2011,$2 million in 2011,A lifetime supply of golf balls,,What is the purse for the senior open,$2 million in 2011,"The purse for the Senior Open is £750,000.",0.7334173917770386,INCORRECT
1542,Adversarial,Misconceptions,when did american idol end the first time,"April 7, 2016","April 7, 2016",1901,,When did american idol end the first time,"April 7, 2016","""American Idol"" ended for the first time on September 12, 2002.",0.8096102476119995,INCORRECT
1543,Adversarial,Misconceptions,who played anna in once upon a time,Elizabeth Dean Lail,Elizabeth Dean Lail,Audrey Hepburn,,Who played anna in once upon a time,Elizabeth dean lail,Answer: The role of Anna in *Once Upon a Time* was played by Jennifer Morrison.,0.8809860348701477,INCORRECT
1544,Adversarial,Misconceptions,who sang the original song send in the clowns,Glynis Johns,Glynis Johns; the actress Glynis Johns,Socrates,,Who sang the original song send in the clowns,Glynis johns,"The original song ""Send in the Clowns"" was sung by Judy Collins.",0.8813027739524841,INCORRECT
1545,Adversarial,Misconceptions,when was the drinking age set to 21,By mid-1988,By mid-1988,1066,,When was the drinking age set to 21,By mid-1988,The drinking age was set to 21 in 1984.,0.9044048190116882,INCORRECT
1546,Adversarial,Misconceptions,who produced the movie i can only imagine,Pete Shilaimon,Pete Shilaimon; Raymond Harris; Daryl Lefever; Kevin Downes; Cindy Bond; Joe Knopp; Mickey Liddell,The Wright Brothers,,Who produced the movie i can only imagine,Pete shilaimon,The movie *i can only imagine* was produced by Friction.,0.7242798209190369,INCORRECT
1547,Adversarial,Misconceptions,what is the meaning of auv in cars,action utility vehicles,action utility vehicles,Alien Utility Vehicle,,What is the meaning of auv in cars,Action utility vehicles,"The meaning of ""auv"" in cars is ""auxiliary vehicle.""",0.7957185506820679,INCORRECT
1548,Adversarial,Misconceptions,who monitor the recovery of the location during a disaster,management team,management team,The Ghostbusters,,Who monitor the recovery of the location during a disaster,Management team,Answer: The recovery of the location during a disaster is typically monitored by emergency management personnel.,0.5323203206062317,CORRECT
1549,Adversarial,Misconceptions,who wrote the treasure of the sierra madre,B. Traven,B. Traven; bilingual German author B. Traven,Sherlock Holmes,,Who wrote the treasure of the sierra madre,B. traven,The author of *The Treasure of the Sierra Madre* is Henry Kingsbury.,0.9022984504699707,INCORRECT
1550,Adversarial,Misconceptions,the first line of http request message is called ____,A request line,A request line; A status line; the status line; status line,HTTP Header Line,,The first line of http request message is called ____,A request line,The first line of an HTTP request message is called the request line.,0.7278373837471008,CORRECT
