"{""answer"": ""Shirin Neshat's first solo exhibition was held in Tehran."", ""confidence_score"": 100}"
"{""answer"": ""The MOI! Project (Museums of Impact) finished in 2018."", ""confidence_score"": 100}"
"{""answer"": ""Willis H. Flygare won the Irving Langmuir Award in 1988."", ""confidence_score"": 100}"
"{""answer"": ""The act was called the Jones Act of 1917."", ""confidence_score"": 100}"
"{""answer"": ""Mustafa Adebayo Balogun obtained a law degree from the University of Ibadan."", ""confidence_score"": 90}"
"{""answer"": ""Nikolai Christian Grove Prebensen served as the County Governor of Aust-Agder in Norway from 1902."", ""confidence_score"": 80}"
"{""answer"": ""The cover artwork for Heavatar's 'All My Kingdoms' was created by J.R. Raphael."", ""confidence_score"": 90}"
"{""answer"": ""The mayor who laid the keystone for the 'Coburg City Band and Truby King Rooms' was possibly Henry Barker."", ""confidence_score"": 40}"
"{""answer"": ""In Table 2 of the Transformer paper, the two languages used for translation results were English and German."", ""confidence_score"": 100}"
"{""answer"": ""In February 2005, the name of the organization was changed to the Japanese Mathematical Society."", ""confidence_score"": 100}"
"{""answer"": ""John Chapple needed to notify the Prime Minister of the Queen's passing."", ""confidence_score"": 100}"
"{""answer"": ""The first collisions of the Large Hadron Collider in 2010 achieved 7 teraelectronvolts (TeV) of energy per beam."", ""confidence_score"": 100}"
"{
  ""answer"": ""I have no reliable information to confirm which specific scholarship Adil Hussain used to study at the Drama Studio London."",
  ""confidence_score"": 0
}"
"{""answer"": ""Bence Deak was declared the first winner of the Hutter Prize and awarded 3,416 euros."", ""confidence_score"": 100}"
"{""answer"": ""The studio was at 1460 Queen Street West."", ""confidence_score"": 50}"
"{""answer"": ""Raquel Meller's first husband was most likely Peter Gabriel."", ""confidence_score"": 80}"
"{""answer"": ""The IFT Industrial Scientist Award was first awarded in 1954."", ""confidence_score"": 100}"
"{
  ""answer"": ""The title likely corresponds to the 'Language-Specific Findings' section."",
  ""confidence_score"": 80
}"
"{""answer"": ""The surname is Pickett."", ""confidence_score"": 100}"
"{""answer"": ""The village in question is Ailsa Craig."", ""confidence_score"": 90}"
"{""answer"": ""Pople"", ""confidence_score"": 90}"
"{""answer"": ""China Zorrilla was invested Chevalier des Arts et des Lettres in 2008."", ""confidence_score"": 80}"
"{""answer"": ""Parastou Forouhar received the 'Sophie von La Roche' Award in 2014."", ""confidence_score"": 90}"
"{""answer"": ""The first person to conduct substantial research in the field he called machine intelligence was Alan Turing."", ""confidence_score"": 100}"
"{""answer"": ""The scientist who received the John Tuzo Wilson Medal in 1996 was James Loeb."", ""confidence_score"": 90}"
"{""answer"": ""The town of his birth was probably called Galesburg."", ""confidence_score"": 80}"
"{""answer"": ""Edward Morris, the Welsh international footballer, was born in 1907."", ""confidence_score"": 100}"
"{""answer"": ""Peter Scholze was appointed the Chancellor's Professor at the University of California, Berkeley in 2015."", ""confidence_score"": 100}"
"{""answer"": ""Tom Van Meter's cause of death was a self-inflicted gunshot wound."", ""confidence_score"": 90}"
"{""answer"": ""Barry Goldwater's fourth child was born in September 1947."", ""confidence_score"": 80}"
"{""answer"": ""The municipality of Chíquiza, Boyacá, Colombia, was founded in 1800."", ""confidence_score"": 80}"
"{""answer"": ""The episode is titled 'Intuition' where Tina Turner played herself on Ally McBeal."", ""confidence_score"": 100}"
"{""answer"": ""The names of the astronomers who discovered 435 Ella in 1898 in Germany were probably Karl Reinmuth and Max Wolf."", ""confidence_score"": 40}"
"{""answer"": ""The 16th North East Region Commonwealth Parliamentary Association (NERCPA) conference has started in Bournemouth."", ""confidence_score"": 80}"
"{""answer"": ""The other name for the 'Sangeet Natak Akademi Award' is the ""Sangeet Natak Akademi Award for Excellence in Performing Arts."""
"{""answer"": ""The engineer who received the Worcester Reed Warner Medal in 1934 was Edward Dean Borg."", ""confidence_score"": 100}"
"{""answer"": ""Mauro Forghieri served as Bugatti Automobili S.p.A.'s technical director until 1988."", ""confidence_score"": 100}"
"{""answer"": ""Beyoncé's song 'Don't Hurt Yourself' is three minutes and sixteen seconds long."", ""confidence_score"": 100}"
"{""answer"": ""The overnight study took place at the Isfahan University of Technology."", ""confidence_score"": 80}"
"{""answer"": ""The collection is the Anne Ferguson Collection."", ""confidence_score"": 100}"
"{""answer"": ""The surname is Pople."", ""confidence_score"": 100}"
"{""answer"": ""The meeting took place on 9-10 November 2009."", ""confidence_score"": 90}"
"{""answer"": ""The name of the company is Airwin."", ""confidence_score"": 90}"
"{""answer"": ""The 2020 Word of the Year according to the American Dialect Society was 'anthropocene'."", ""confidence_score"": 100}"
"{""answer"": ""2010 is when Ruth Wilson Gilmore was honored with a mural painted in New Haven, Connecticut."", ""confidence_score"": 90}"
"{""answer"": ""The UN General Assembly unanimously elected Maurice Strong as the first head of the UN Environment in September 1987."", ""confidence_score"": 100}"
"{""answer"": ""Kunihiko Kodaira published 14 papers by 1941."", ""confidence_score"": 100}"
"{""answer"": ""The painting 'The Meeting at Křížky' is number 7 in The Slav Epic."", ""confidence_score"": 90}"
"{""answer"": ""The other justice was named William of Wrotham."", ""confidence_score"": 80}"
"{""answer"": ""India’s first-ever rural LED Street Lighting Project was set up in Bihar."", ""confidence_score"": 100}"
"{""answer"": ""The year was 1941."", ""confidence_score"": 80}"
"{""answer"": ""The sculpture is 3.6 meters tall."", ""confidence_score"": 70}"
"{""answer"": ""The Society of Illustrators' first Annual Exhibition was held in 1931."", ""confidence_score"": 100}"
"{""answer"": ""NBC acquired the broadcast rights to The Wizard of Oz from CBS in 1986."", ""confidence_score"": 100}"
"{""answer"": ""The district in Orissa famous for Kaala Jeera rice is Khordha."", ""confidence_score"": 100}"
"{""answer"": ""The Indian state also known as Veer Bhumi is Gujarat."", ""confidence_score"": 100}"
"{""answer"": ""The record company that invited George Avakian to produce 'Chicago Jazz' was likely Columbia Records."", ""confidence_score"": 85}"
"{""answer"": ""The municipality of Necoclí, Antioquia, Colombia, was founded in 1509."", ""confidence_score"": 100}"
"{""answer"": ""The concept of psychic secretion was given by William James."", ""confidence_score"": 100}"
"{""answer"": ""The earliest known work by Gian Lorenzo Bernini is the Fountain of the Four Rivers."", ""confidence_score"": 100}"
"{""answer"": ""Jonathan Faull complained about the United States' bilateral policy concerning PNR in September 2010."", ""confidence_score"": 80}"
"{""answer"": ""The Bader Award for Organic Chemistry has been awarded since 1988."", ""confidence_score"": 90}"
"{""answer"": ""Phillip Paul Bliss was appointed as a teacher in the Rome, Pennsylvania Academy in 1871."", ""confidence_score"": 90}"
"{""answer"": ""In Season 4, Episode 1 of *River Monsters*, Jeremy Wade investigates the flathead catfish in the Lake of the Ozarks."", ""confidence_score"": 100}"
"{""answer"": ""Müller was substituted at the 67th minute."", ""confidence_score"": 90}"
"{""answer"": ""The artist who won the Maine Organic Farmers and Gardeners Association's art contest for the 2014 Common Ground Country Fair poster was Jess Updegrave."", ""confidence_score"": 90}"
"{""answer"": ""Bitstream released a digital version of Sabon under the name Bitstream Sabon."", ""confidence_score"": 100}"
"{""answer"": ""Tim Wakefield's ERA during the '04 World Series was 4.41."", ""confidence_score"": 100}"
"{""answer"": ""The Penny Crane Award for Distinguished Service was established in 1988."", ""confidence_score"": 100}"
"{""answer"": ""The asteroid is 114 Lydia, which was Henry's first credited discovery."", ""confidence_score"": 90}"
"{""answer"": ""The fourth track on the standard edition of ""Stars Dance"" is ""Rare."""", ""confidence_score"": 80}"
"{""answer"": ""Alyaksandr Buloychyk's birth date is 19 September 1991."", ""confidence_score"": 80}"
"{""answer"": ""Guwahati hosted the India-Bangladesh SAMPRITI-IX joint military exercise."", ""confidence_score"": 100}"
"{""answer"": ""The asteroid is 188 Josephina."", ""confidence_score"": 95}"
"{""answer"": ""The information is too uncertain to provide a reliable answer."", ""confidence_score"": 0}"
"{""answer"": ""José Fernando Escobar was educated at the Colegio Nuestra Señora de la Asunción, founded in 1956 by the Dominicans in Cali."", ""confidence_score"": 100}"
"{""answer"": ""Limpho Hani’s birth date is 18 October 1986."", ""confidence_score"": 50}"
"{""answer"": ""Hetty King was 17 when she first appeared on the stage of the Shoreditch Theatre."", ""confidence_score"": 90}"
"{""answer"": ""The launch vehicle used for carrying the EOS-02 satellite in 2022 was the PSLV-C52."", ""confidence_score"": 100}"
"{""answer"": ""The date of Tammy Faye Messner's second marriage was probably August 20, 1978."", ""confidence_score"": 90}"
"{""answer"": ""One person won $12,920 from a $1 superfecta bet at the Mohegan Sun sportsbook in 2022."", ""confidence_score"": 8}"
"{""answer"": ""The premier who halted the construction of the Spadina Expressway in 1971 was James Callaghan."", ""confidence_score"": 100}"
"{""answer"": ""Season 2, Episode 10, titled 'The First.'</answer>"", ""confidence_score"": 100}"
"{""answer"": ""Celal Şengör won the TÜBİTAK Science Award in 1986."", ""confidence_score"": 90}"
"{""answer"": ""John Graham Lough's cause of death was a heart attack."", ""confidence_score"": 90}"
"{""answer"": ""The date might be 17 April 2006, though I’m not confident."", ""confidence_score"": 30}"
"{""answer"": ""Admiral Charles Philip Snyder and Cornelia Lee Wolcott had 4 children."", ""confidence_score"": 80}"
"{""answer"": ""David Crombie received the Order of Canada in 2012."", ""confidence_score"": 100}"
"{""answer"": ""Eduard Buchner was promoted in 1890."", ""confidence_score"": 100}"
"{""answer"": ""2004 is when Gerald M. Friedman received the William Henry Twenhofel Medal."", ""confidence_score"": 100}"
"{""answer"": ""Valdivia, Antioquia, Colombia, was founded on December 11, 1550."", ""confidence_score"": 90}"
"{""answer"": ""5ac15f57f6a9a992475b2a1b21291c58"", ""confidence_score"": 50}"
"{""answer"": ""The paper was published in the *Journal of Personality and Social Psychology*."", ""confidence_score"": 70}"
"{""answer"": ""Glipodes dietrichi was described by Franciscolo in 1905."", ""confidence_score"": 85}"
"{
  ""answer"": ""Apple stopped referring to Darwin by name on its website in September 2002."",
  ""confidence_score"": 100
}"
"{""answer"": ""1991 was the year of the third edition of the Yale Bright Star Catalogue."", ""confidence_score"": 100}"
"{""answer"": ""The Tigray People's Liberation Front was removed from the list of terrorist organizations by the Ethiopian government in May 2023."", ""confidence_score"": 90}"
"{""answer"": ""Sony announced the PlayStation 5 in September 2019."", ""confidence_score"": 100}"
"{""answer"": ""Niels Erik Norlund established seismographic stations in Denmark and Greenland in 1946."", ""confidence_score"": 90}"
"{""answer"": ""2006 was the year William Kentridge first received the Honorary Doctorate of Vrije Universiteit Brussel."", ""confidence_score"": 100}"
"{""answer"": ""Clifford Cunnell made his debut in the Minor Counties Championship in 1999."", ""confidence_score"": 100}"
"{""answer"": ""The Q-Ship 'Salvia' (Q-15) was struck on 31 May 1942."", ""confidence_score"": 80}"
"{""answer"": ""In 2004, the album ranked number one in the Billboard Top Dance/Electronic Albums Year-End chart was *Massive Attack: No Protection*."", ""confidence_score"": 100}"
"{""answer"": ""The Sky EPG number of Game Network at launch in the UK was 877."", ""confidence_score"": 90}"
"{""answer"": ""The population of Boliney, Abra, Philippines, in the 2020 census was 4,888."", ""confidence_score"": 80}"
"{""answer"": ""On 28 August 2016, Pakistani President Arif Alvi conferred Nishan-e-Pakistan on Syed Ali Shah Geelani."", ""confidence_score"": 60}"
"{""answer"": ""The height of Taipei 101 is 1,667 feet."", ""confidence_score"": 100}"
"{""answer"": ""Ghost's Papa Nihil was resurrected during the *He Is* tour."", ""confidence_score"": 100}"
"{""answer"": ""Gloria Hemingway obtained her medical degree from the School of Medicine at the University of Illinois at Chicago."", ""confidence_score"": 100}"
"{""answer"": ""I Am... Sasha Fierce"" by Beyoncé placed second in the 2010 Australian Albums (ARIA) charts., ""confidence_score"": 90}"
"{""answer"": ""The Marathi daily broadsheet newspaper Bahujanratna Loknayak was founded on 16 April 2013."", ""confidence_score"": 85}"
"{""answer"": ""The recipient of the John Tuzo Wilson Medal in 1986 was James Pickett."
"{""answer"": ""Stefanos Tsitsipas won the second set."", ""confidence_score"": 90}"
"{""answer"": ""It is possible that Şahika Ercümen broke the record on 20 May 2004."", ""confidence_score"": 40}"
"{""answer"": ""Andrea Arpaci-Dusseau earned her bachelor's degree from the University of Illinois at Urbana–Champaign in 1991."", ""confidence_score"": 100}"
"{""answer"": ""The name of the documentary is *The Battle for Liberation*."", ""confidence_score"": 80}"
"{""answer"": ""Elizabeth Michelle Belding was named a Fellow of the Institute of Electrical and Electronics Engineers in 2007."", ""confidence_score"": 100}"
