Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
1671,Adversarial,Misconceptions,when did the united states became a nation,1776,"1776; July 4, 1776; In 1776",1770,,When did the united states became a nation,1776,"The United States became a nation on July 4, 1776, when the Declaration of Independence was adopted.","[-3.576278118089249e-07, -2.3841830625315197e-06, -8.34461570775602e-06, -1.3232143828645349e-05, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, 0, -1.1920928244535389e-07, 0, 0, 0, 0, 0, 0, -2.3841855067985307e-07, -1.1920928244535389e-07, -7.867782187531702e-06, -4.541770613286644e-05, -0.0029357452876865864, 0, 0, -2.9802276912960224e-06, -8.702239938429557e-06, -4.0531076592742465e-06, 0]",0.9998834760133938,CORRECT
1672,Adversarial,Misconceptions,who played santa in the santa clause movies,Tim Allen,Tim Allen,Arnold Schwarzenegger,,Who played santa in the santa clause movies,Tim allen,Tim Allen played Santa Claus in *The Santa Clause* movies.,"[-0.00018571082910057157, -3.2186455882765586e-06, -2.1815061700181104e-05, 0, -0.06221318989992142, -3.3378546504536644e-06, -0.03892192244529724, 0, -2.3841855067985307e-07, -3.099436753473128e-06, -1.1920928244535389e-07, -0.005234702490270138, -5.245195097813848e-06, -1.1920928244535389e-07]",0.9924151456712275,CORRECT
1673,Adversarial,Misconceptions,type of disappearing lake found in limestone areas in the west of ireland,turlough,"turlough; turlough, or turlach; A turlough, or turlach",Turlough,,Type of disappearing lake found in limestone areas in the west of ireland,Turlough,A disappearing lake found in limestone areas in the west of Ireland is called a turlough.,"[-0.31494560837745667, -0.21170476078987122, -8.344646857949556e-07, -5.864924969500862e-05, 0, 0, 0, -1.680836794548668e-05, -1.1920928244535389e-07, 0, 0, 0, -2.3841855067985307e-07, -0.47502070665359497, 0, -0.00019262365822214633, -3.576278118089249e-07, -1.1920928244535389e-07, -7.557583012385294e-05, 0]",0.9511335262961511,CORRECT
1674,Adversarial,Misconceptions,who was the spanish civil war fought between,Nationalists,Nationalists; Republicans,The Spanish government and the French army,,Who was the spanish civil war fought between,Nationalists,"The Spanish Civil War was fought between the Republicans, who supported the existing democratic government, and the Nationalists, led by General Francisco Franco, who sought to establish a fascist regime.","[-1.1920922133867862e-06, -1.1920928244535389e-07, 0, -1.1920928244535389e-07, -9.035655966727063e-05, 0, 0, -1.1920928244535389e-07, -0.018179811537265778, -0.00020358874462544918, -0.029785363003611565, -1.8358061424805783e-05, -5.960462772236497e-07, -0.6388542056083679, -0.0028350658249109983, -0.00022980909852776676, -1.5139465176616795e-05, 0, -3.576278118089249e-07, -2.861018856492592e-06, 0, 0, -0.0005590544897131622, 0, -4.291525328881107e-06, -0.0004306104383431375, -1.1920928244535389e-07, -0.048625484108924866, -3.576278118089249e-07, -2.1815061700181104e-05, -6.794906312279636e-06, -0.3236413300037384, -3.576278118089249e-07, -0.04426606744527817, -0.4073646068572998, -1.1920928244535389e-07, 0]",0.9598774320782029,INCORRECT
1675,Adversarial,Misconceptions,georgia out of angus thongs and perfect snogging,Georgia Groome as Georgia Nicolson,Georgia Groome as Georgia Nicolson; Georgia Groome,Emma Watson,,Georgia out of angus thongs and perfect snogging,Georgia groome as georgia nicolson,"Georgia is the main character in *Angus, Thongs and Perfect Snogging*, a teenage girl navigating love, friendship, and self-discovery.","[-0.0010055014863610268, -1.175328254699707, -0.0021121830213814974, -0.04891442880034447, -0.005233753472566605, -0.00018475732940714806, -0.005250236950814724, -1.2993727978027891e-05, 0, -2.3841855067985307e-07, -1.6689160474925302e-05, -2.145764938177308e-06, -0.00012337400403339416, -0.05510875582695007, -1.7762025890988298e-05, -3.576278118089249e-07, -0.00010191874753218144, -0.0011724510695785284, -3.0278701160568744e-05, -0.14760757982730865, -0.004483409225940704, -2.9802276912960224e-06, -0.44690650701522827, -2.753696753643453e-05, -0.0250110886991024, -1.1920928244535389e-07, 0, -0.10145171731710434, -6.687417771900073e-05, 0, -0.08133707195520401, 0]",0.9364377617420192,CORRECT
1676,Adversarial,Misconceptions,who issued gold coins for the first time in india,Gupta Empire,Gupta Empire,Alexander the Great,,Who issued gold coins for the first time in india,Gupta empire,The Indo-Greeks were the first to issue gold coins in India around the 1st century BCE.,"[-0.0011408970458433032, -1.315896987915039, -5.960462772236497e-07, -0.0015023384476080537, 0, -0.06580187380313873, 0, 0, -1.1920928244535389e-07, -1.7881377516459906e-06, -8.344646857949556e-07, -7.152555099310121e-07, -2.3841855067985307e-07, -2.3841855067985307e-07, -1.006550908088684, -1.0132738680113107e-05, -3.576278118089249e-07, -0.0004306104383431375, 0, 0, -0.0009114163694903255, -3.6954811548639555e-06, 0]",0.9012153546920334,INCORRECT
1677,Adversarial,Misconceptions,which greek god flew too close to the sun,Icarus,Icarus,Hermes,,Which greek god flew too close to the sun,Icarus,"No Greek god flew too close to the sun; it was Icarus, a mortal figure from Greek mythology, who flew too close to the sun and melted his wax wings.","[-0.2375754863023758, -1.1920922133867862e-06, -2.3841855067985307e-07, -1.0728830375228426e-06, -1.1920928244535389e-07, 0, -1.1920928244535389e-07, -3.576278118089249e-07, -0.00026258357684127986, -0.038623880594968796, -9.417489309271332e-06, 0, -2.3841830625315197e-06, 0, -1.1920928244535389e-07, -1.4305104514278355e-06, -0.004109866451472044, -0.1290656477212906, -0.6507340669631958, -0.001007526065222919, -1.6689286894688848e-06, -0.0007167869480326772, -0.062159307301044464, -4.541770613286644e-05, -1.144783616065979, -0.0005989664932712913, -8.106198947643861e-06, -0.0005590544897131622, -1.1920928244535389e-07, 0, -0.01773347333073616, -0.533679723739624, -4.5536911784438416e-05, -0.5759395360946655, -0.011048214510083199, -5.602820692729438e-06, 0]",0.9119887861744348,CORRECT
1678,Adversarial,Misconceptions,where can carbon be found in the biosphere,other living organisms,other living organisms; The terrestrial biosphere; plants; soil,In the Earth's crust,,Where can carbon be found in the biosphere,Other living organisms,"Carbon can be found in all living organisms, in the atmosphere as carbon dioxide, in oceans as dissolved carbon, and in fossil fuels and sedimentary rocks within the biosphere.","[-3.099436753473128e-06, -5.829164365422912e-05, -1.1920928244535389e-07, 0, -0.00033539868309162557, -0.006974873133003712, -1.5497195136049413e-06, 0, -0.00015901254664640874, -1.0514752864837646, -0.0009588173124939203, -7.712543447269127e-05, -0.0011712603736668825, -7.152555099310121e-07, 0, -1.0609570381348021e-05, -0.00015901254664640874, -0.21834614872932434, -1.9073304429184645e-05, -1.1920928244535389e-07, -0.002499791095033288, -0.313532292842865, -5.364403477869928e-06, -1.1920928244535389e-07, -0.037266600877046585, 0, -0.12918947637081146, -1.2114129066467285, 0, -0.00020346954988781363, -0.826787531375885, -4.768370445162873e-07, -4.768370445162873e-07, 0, 0, 0]",0.8998082590537919,INCORRECT
1679,Adversarial,Misconceptions,when does star trek discovery air on tv,"September 19, 2017","September 19, 2017","September 1, 2017",,When does star trek discovery air on tv,"September 19, 2017","""Star Trek: Discovery"" does not currently air on traditional TV; new episodes are released exclusively on Paramount+ and Netflix, depending on the region.","[-0.6150066256523132, -2.3841855067985307e-07, 0, 0, -8.344646857949556e-07, -7.152555099310121e-07, -0.974034309387207, 0, -0.2029935121536255, -0.1269281506538391, -0.014166857115924358, -0.0006817638641223311, -0.018151015043258667, -0.00022587609419133514, -0.04197051376104355, -7.486063259420916e-05, -0.0053118993528187275, -2.0503786799963564e-05, -0.005295298527926207, 0, -0.0061635179445147514, -0.038051169365644455, -0.9906736612319946, -0.23557963967323303, -0.003956705331802368, -0.004080423153936863, 0, -0.023280154913663864, -0.07889018952846527, -0.0006298227235674858, 0]",0.8965230867921565,INCORRECT
1680,Adversarial,Misconceptions,when did earth's atmosphere change due to living organisms,around 2.45 billion years ago,around 2.45 billion years ago,3 billion years ago,,When did earth's atmosphere change due to living organisms,Around 2.45 billion years ago,"Earth's atmosphere changed significantly around 2.4 billion years ago during the Great Oxidation Event, when photosynthetic cyanobacteria began producing oxygen.","[-2.3841830625315197e-06, -0.00010895135346800089, -1.1920928244535389e-07, -0.15353430807590485, -0.49824759364128113, -0.02716466411948204, 0, 0, 0, 0, 0, 0, 0, -0.1269327700138092, 0, -1.1920928244535389e-07, -0.4740772843360901, 0, 0, -5.602820692729438e-06, -2.7418097943154862e-06, -0.013577493838965893, -0.003301885211840272, 0, 0, -0.25212591886520386, 0, 0, -0.0011729273246601224, -0.014167563058435917, -2.8371408916427754e-05, -0.0052548618987202644, 0]",0.9535467405510316,CORRECT
1681,Adversarial,Misconceptions,what is the area code for phoenix arizona,602,602; 623; 480,602,,What is the area code for phoenix arizona,602,"The area codes for Phoenix, Arizona are 602, 480, and 623.","[-2.5152843591058627e-05, -0.001929447171278298, -0.9740769863128662, -1.1920928244535389e-07, 0, 0, -1.1920928244535389e-07, -0.007610966917127371, -0.00026127262390218675, -7.867782187531702e-06, 0, -1.1920928244535389e-07, -5.483612312673358e-06, -2.3841855067985307e-07, -0.006715348921716213, 0, -1.1920928244535389e-07, -5.960462772236497e-07, -0.0009114163694903255, 0, -1.1920928244535389e-07, 0, 0, -0.00015937011630740017, 0]",0.9611082918545297,INCORRECT
1682,Adversarial,Misconceptions,where in the bible are the 12 disciples,Acts 1:13,Acts 1:13,Book of Revelation,,Where in the bible are the 12 disciples,Acts 1:13,"The 12 disciples are listed in Matthew 10:2–4, Mark 3:16–19, Luke 6:13–16, and Acts 1:13.","[-1.9073468138230965e-06, -0.7590522766113281, -2.622600959512056e-06, -4.768370445162873e-07, -2.3841855067985307e-07, -4.875540980719961e-05, -0.07896443456411362, -7.867782187531702e-06, -0.4745066165924072, -1.1920928244535389e-07, 0, -1.1920928244535389e-07, 0, -0.0007110689766705036, -0.011047860607504845, -7.152555099310121e-07, -4.6132929128361866e-05, -5.006777428206988e-06, 0, 0, 0, -9.536738616588991e-07, -2.1934269170742482e-05, -1.1920928244535389e-07, -2.3841855067985307e-07, 0, 0, -0.31326189637184143, 0, -2.3841855067985307e-07, 0, 0, -2.753696753643453e-05, 0, 0, 0, -2.3841855067985307e-07, -1.1920928244535389e-07, -0.0002847504511009902, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, -1.1920928244535389e-07, 0, -0.00012516192509792745, 0]",0.9650153228006483,INCORRECT
1683,Adversarial,Misconceptions,who came up with popcorn at the movies,Glen W. Dickson,Glen W. Dickson,Thomas Edison,,Who came up with popcorn at the movies,Glen w. dickson,"Popcorn became popular at movie theaters in the 1930s due to enterprising vendors, not a single inventor, with its widespread adoption credited to theater owners recognizing its profitability.","[-0.01366298645734787, -2.3841855067985307e-07, -0.4741192162036896, -0.2664054036140442, -3.6954811548639555e-06, -0.4740942716598511, -1.4305104514278355e-06, -0.005251897498965263, -2.3841855067985307e-07, -0.4851273000240326, -1.7881377516459906e-06, -0.38687101006507874, -0.0003718638326972723, 0, 0, -0.7405043840408325, -5.1616290875244886e-05, -0.28659844398498535, 0, -0.0020462782122194767, -0.1264350563287735, -0.4221154749393463, -4.172316494077677e-06, -3.576278118089249e-07, -2.753696753643453e-05, -0.01223805546760559, -1.1815491914749146, -0.31187066435813904, -0.7494187355041504, -0.005006514955312014, -0.9969004988670349, -0.00020561488054227084, -1.152641773223877, -0.0025850471574813128, -0.028550079092383385, -0.00023588736075907946, -0.16772258281707764, -0.04878954961895943, 0]",0.8074434329978862,INCORRECT
1684,Adversarial,Misconceptions,who is responsible for establishing local licensing forum,unitary authorities,unitary authorities; local authorities; district councils,The mayor,,Who is responsible for establishing local licensing forum,Unitary authorities,State or local government authorities are responsible for establishing local licensing forums.,"[-0.23284244537353516, -0.04135316610336304, -0.003213481977581978, -0.008629176765680313, -0.03857238218188286, -0.00020346954988781363, -0.0031781899742782116, -1.1920928244535389e-07, -1.1920928244535389e-07, -0.00013731967192143202, -2.3841855067985307e-07, -0.053124018013477325, -8.940656698541716e-06, 0]",0.97313440060034,INCORRECT
1685,Adversarial,Misconceptions,when did clifford the big red dog first air on tv,"September 4, 2000","September 4, 2000","September 4, 1999",,When did clifford the big red dog first air on tv,"September 4, 2000","""Clifford the Big Red Dog"" first aired on TV on September 5, 2000.","[-0.12863492965698242, -3.933898824470816e-06, 0, 0, 0, -3.576278118089249e-07, -1.1920928244535389e-07, -1.1920922133867862e-06, -9.536738616588991e-07, 0, -6.437280717364047e-06, -5.960462772236497e-07, -1.1391080617904663, -3.540453326422721e-05, -0.0003364712174516171, -4.768370445162873e-07, -1.5572022199630737, -2.3841855067985307e-07, -3.576278118089249e-07, -0.0031777145341038704, 0, -1.4305104514278355e-06, -3.576278118089249e-07, -4.541770613286644e-05, 0]",0.8930236034588621,INCORRECT
1686,Adversarial,Misconceptions,when is episode 12 of miraculous ladybug season 2 coming out,30 March 2018,30 March 2018,"February 14, 2018",,When is episode 12 of miraculous ladybug season 2 coming out,30 march 2018,"Episode 12 of Miraculous Ladybug Season 2, titled ""Animan,"" was released on December 16, 2016.","[-0.0035896170884370804, -3.576278118089249e-07, -3.576278118089249e-07, -5.960462772236497e-07, -1.311301275563892e-06, -0.16142961382865906, 0, 0, -0.1602255254983902, -7.152531907195225e-06, -0.00033539868309162557, 0, -0.00014101465058047324, -0.002631655428558588, -0.00043072958942502737, -3.576278118089249e-07, -1.8439650535583496, -0.001576372655108571, -6.806619057897478e-05, -0.31338226795196533, -0.00012408917245920748, -1.311301275563892e-06, -0.16536608338356018, -2.861018856492592e-06, -0.45877933502197266, -0.5215727090835571, 0, 0, 0, 0, -3.135155202471651e-05, -0.048730965703725815, -1.490105023549404e-05, 0]",0.8973528309869234,INCORRECT
1687,Adversarial,Misconceptions,where is natural gas found in the us,Louisiana,Louisiana; Pennsylvania; Wyoming; Arkansas; New Mexico; West Virginia; Colorado; Texas,Alaska,,Where is natural gas found in the us,Louisiana,"Natural gas in the U.S. is primarily found in shale formations, such as the Marcellus Shale in the Appalachian Basin, the Permian Basin in Texas and New Mexico, and the Haynesville Shale in Louisiana and East Texas.","[-2.3841855067985307e-07, 0, -0.018149960786104202, 0, -0.00021669900161214173, 0, 0, 0, -0.20141547918319702, 0, -9.536738616588991e-07, -0.2464296966791153, -0.004122450482100248, -0.8293277621269226, -0.1513320505619049, -1.1920928244535389e-07, 0, -5.8412379075889476e-06, -3.576278118089249e-07, -1.1920928244535389e-07, -0.018329991027712822, 0, -6.198863957251888e-06, -2.7656173188006505e-05, -0.20019693672657013, -1.1920928244535389e-07, -4.541770613286644e-05, -0.005890984088182449, -0.05322156846523285, 0, 0, 0, -6.556489552167477e-06, -0.01416344940662384, -8.940656698541716e-06, -1.0728830375228426e-06, -2.3841855067985307e-07, -2.753696753643453e-05, -2.9802276912960224e-06, -0.02315319888293743, -1.1920928244535389e-07, 0, -0.0007099968497641385, 0, -1.1920928244535389e-07, -2.777537883957848e-05, -2.312633478140924e-05, -0.033039867877960205, -9.536738616588991e-07, -0.029750416055321693, 0]",0.9647606550189871,INCORRECT
