Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
1966,Adversarial,Misconceptions,who is the writer of a walk to remember,American writer Nicholas Sparks,American writer Nicholas Sparks; Nicholas Sparks,Charles Dickens,,Who is the writer of a walk to remember,American writer nicholas sparks,"{
""answer"": ""Nicholas Sparks wrote the novel A Walk to Remember."",
""confidence_score"": 98
}",Nicholas Sparks wrote the novel A Walk to Remember.,0.98,CORRECT
1967,Adversarial,Misconceptions,when did red dead redemption 1 come out,"May 18, 2010","May 18, 2010; May 2010",1995,,When did red dead redemption 1 come out,"May 18, 2010","{
""answer"": ""Red Dead Redemption was released on May 18, 2010."",
""confidence_score"": 95
}","Red Dead Redemption was released on May 18, 2010.",0.95,CORRECT
1968,Adversarial,Misconceptions,who sings theme tune to orange is the new black,Spektor,Spektor,Frank Sinatra,,Who sings theme tune to orange is the new black,Spektor,"{
""answer"": ""The theme song for Orange Is the New Black, titled \""You've Got Time,\"" is performed by Regina Spektor."",
""confidence_score"": 99
}","The theme song for Orange Is the New Black, titled \""You've Got Time,\"" is performed by Regina Spektor.",0.99,CORRECT
1969,Adversarial,Misconceptions,what channel is abc on in phoenix arizona,15,15,Channel 0,,What channel is abc on in phoenix arizona,15,"{
""answer"": ""ABC in Phoenix, Arizona is broadcast on KNXV-TV, channel 15 (virtual channel 15; UHF digital channel 15)."",
""confidence_score"": 95
}","ABC in Phoenix, Arizona is broadcast on KNXV-TV, channel 15 (virtual channel 15; UHF digital channel 15).",0.95,CORRECT
1970,Adversarial,Misconceptions,where does the brazos river start and stop,Gulf of Mexico,Gulf of Mexico; Llano Estacado,Mount Everest to the Dead Sea,,Where does the brazos river start and stop,Gulf of mexico,"{
""answer"": ""The Brazos River (in Texas) begins in the high plains of Llano Estacado near Lubbock (confluence of the Salt Fork and Double Mountain Fork) and flows southeast to empty into the Gulf of Mexico near Freeport, Texas."",
""confidence_score"": 90
}","The Brazos River (in Texas) begins in the high plains of Llano Estacado near Lubbock (confluence of the Salt Fork and Double Mountain Fork) and flows southeast to empty into the Gulf of Mexico near Freeport, Texas.",0.9,CORRECT
1971,Adversarial,Misconceptions,what is the purpose of the bromophenol blue dye in the samples,as a pH indicator,as a pH indicator; a dye; a color marker; a pH indicator,To add flavor,,What is the purpose of the bromophenol blue dye in the samples,As a ph indicator,"{
""answer"": ""Bromophenol blue is used as a tracking dye to monitor sample migration during electrophoresis and to visually confirm sample loading, without significantly affecting the separation of biomolecules."",
""confidence_score"": 95
}","Bromophenol blue is used as a tracking dye to monitor sample migration during electrophoresis and to visually confirm sample loading, without significantly affecting the separation of biomolecules.",0.95,INCORRECT
1972,Adversarial,Misconceptions,when does jim propose to pam on the office,In the Season 5 premiere,In the Season 5 premiere,"Season 1, Episode 1",,When does jim propose to pam on the office,In the season 5 premiere,"{""answer"":""Jim proposes to Pam in Season 5, Episode 1 (titled \""Weight Loss\""), when he asks her to marry him at a gas station before she leaves for jury duty — though their official engagement is revealed in the Season 5 premiere after being filmed earlier."",""confidence_score"":85}","Jim proposes to Pam in Season 5, Episode 1 (titled \""Weight Loss\""), when he asks her to marry him at a gas station before she leaves for jury duty — though their official engagement is revealed in the Season 5 premiere after being filmed earlier.",0.85,CORRECT
1973,Adversarial,Misconceptions,who dies in akame ga kill night raid,Tatsumi,Tatsumi,Santa Claus,,Who dies in akame ga kill night raid,Tatsumi,"{
""answer"": ""In Akame ga Kill!'s Night Raid, the members who die over the series are Wave, Bols, Seryu's death is ambiguous but she is killed by Kurome, Lubbock, Najenda later dies in some versions but canonically in the manga Mine and Tatsumi survive while most Night Raid members—including Bulat, Najenda (manga ambiguous), and others—suffer deaths across the story (notably Wave, Bulat, Lubbock, and Sheele die on-screen); overall, several Night Raid members die, with the manga ending leaving only Mine and Tatsumi alive."", 
""confidence_score"": 10
}","In Akame ga Kill!'s Night Raid, the members who die over the series are Wave, Bols, Seryu's death is ambiguous but she is killed by Kurome, Lubbock, Najenda later dies in some versions but canonically in the manga Mine and Tatsumi survive while most Night Raid members—including Bulat, Najenda (manga ambiguous), and others—suffer deaths across the story (notably Wave, Bulat, Lubbock, and Sheele die on-screen); overall, several Night Raid members die, with the manga ending leaving only Mine and Tatsumi alive.",0.1,INCORRECT
1974,Adversarial,Misconceptions,who played mary in christmas with the kranks,Felicity Huffman,Felicity Huffman,Queen Elizabeth II,,Who played mary in christmas with the kranks,Felicity huffman,"{
""answer"": ""Mary in Christmas with the Kranks was played by Jamie Lee Curtis."",
""confidence_score"": 95
}",Mary in Christmas with the Kranks was played by Jamie Lee Curtis.,0.95,INCORRECT
1975,Adversarial,Misconceptions,when does dragon ball super episode 113 start,"October 29, 2017","October 29, 2017",February 30th,,When does dragon ball super episode 113 start,"October 29, 2017","{""answer"":""Dragon Ball Super episode 113 originally aired in Japan on February 26, 2017 (UTC+9)."",""confidence_score"":95}","Dragon Ball Super episode 113 originally aired in Japan on February 26, 2017 (UTC+9).",0.95,INCORRECT
1976,Adversarial,Misconceptions,who does the voice of marceline on adventure time,Cloris Leachman,Cloris Leachman; Olivia Olson; Olivia Olson in most appearances; Ava Acres as a child; Ava Acres,Morgan Freeman,,Who does the voice of marceline on adventure time,Cloris leachman,"{
""answer"": ""Marceline the Vampire Queen on Adventure Time is voiced by Olivia Olson."",
""confidence_score"": 100
}",Marceline the Vampire Queen on Adventure Time is voiced by Olivia Olson.,1.0,INCORRECT
1977,Adversarial,Misconceptions,who has the most green jackets from the masters,Nicklaus,Nicklaus; Jack Nicklaus (6),Leonardo da Vinci,,Who has the most green jackets from the masters,Nicklaus,"{
""answer"": ""Jack Nicklaus has the most Masters green jackets with 6 wins."",
""confidence_score"": 95
}",Jack Nicklaus has the most Masters green jackets with 6 wins.,0.95,CORRECT
1978,Adversarial,Misconceptions,where is the eagle creek fire located in oregon,Cascade Locks,Cascade Locks; Columbia River Gorge,Inside Crater Lake,,Where is the eagle creek fire located in oregon,Cascade locks,"{
""answer"": ""The Eagle Creek Fire burned in the Columbia River Gorge in northern Oregon, primarily in Multnomah and Hood River counties (about 30–50 miles east of Portland), along the gorge between Cascade Locks and Hood River."",
""confidence_score"": 95
}","The Eagle Creek Fire burned in the Columbia River Gorge in northern Oregon, primarily in Multnomah and Hood River counties (about 30–50 miles east of Portland), along the gorge between Cascade Locks and Hood River.",0.95,CORRECT
1979,Adversarial,Misconceptions,sending money home to the native country is an example of,international capital flows,international capital flows; remittance,Time travel,,Sending money home to the native country is an example of,International capital flows,"{""answer"":""Sending money home to the native country is an example of a remittance, a form of international migrant money transfer to family or community."",""confidence_score"":92}","Sending money home to the native country is an example of a remittance, a form of international migrant money transfer to family or community.",0.92,INCORRECT
1980,Adversarial,Misconceptions,how many episodes is ash vs evil dead season 3,10,10,1000,,How many episodes is ash vs evil dead season 3,10,"{
""answer"": ""Ash vs Evil Dead season 3 has 10 episodes."",
""confidence_score"": 98
}",Ash vs Evil Dead season 3 has 10 episodes.,0.98,CORRECT
1981,Adversarial,Misconceptions,what is the song in red dead redemption,Far Away,Far Away,"""Bohemian Rhapsody"" by Queen",,What is the song in red dead redemption,Far away,"{""answer"":""The main notable song from Red Dead Redemption (2010) is \""Compass\"" by Jamie Lidell, featured on the game's soundtrack (confidence: this likely refers to the game's prominent track)."",""confidence_score"":70}","The main notable song from Red Dead Redemption (2010) is \""Compass\"" by Jamie Lidell, featured on the game's soundtrack (confidence: this likely refers to the game's prominent track).",0.7,INCORRECT
1982,Adversarial,Misconceptions,who is the head of the department of homeland security 2017,Kirstjen Nielsen,Kirstjen Nielsen,Abraham Lincoln,,Who is the head of the department of homeland security 2017,Kirstjen nielsen,"{
""answer"": ""The head of the U.S. Department of Homeland Security in 2017 was Secretary John F. Kelly (who served from January 20, 2017 until July 31, 2017, followed by Acting Secretary Elaine Duke),"",
""confidence_score"": 95
}","The head of the U.S. Department of Homeland Security in 2017 was Secretary John F. Kelly (who served from January 20, 2017 until July 31, 2017, followed by Acting Secretary Elaine Duke),",0.95,INCORRECT
